final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
2144,7,8,WI,10,A,6,6,1,289,0,1,501,Science,6,7,Middle->High,0.03517138541274,224,1918,6,0,0.826547526218844,0.263834298847289,0,1914,0.877733000806311,1,B,PUBLIC,7,12,198,M,0,2,469,262,Middle->Middle,S,0
2145,8,8,TX,24,A,3,3,1,189,3,1,357,East Coast,14,16,Middle->Middle,0.014965110938843,151,2089,7,3,0.465054135236182,0.153247545555196,0,2109,0.917700122105072,1,A,PUBLIC,6,8,940,P,1,1,167,168,Middle->Middle,L,1
2146,5,6,IA,13,A,6,6,1,304,8,4,500,East Coast,39,35,Middle->Middle,0.048245383077886,234,1453,29,6,0.84233633132119,0.504297054830184,0,1382,0.925965666685683,3,B,PUBLIC,6,8,770,M,1,1,259,252,Middle->Middle,M-L,0
2147,9,9,CA,27,A,4,5,1,260,0,1,449,East Coast,3,4,PK->Middle,0.015418541060543,195,2350,2,0,0.665672923146087,0.0,1,2257,0.719252905555086,1,0,CHD,PK,8,186,P,1,1,240,246,Middle->Middle,S,1
2148,7,7,TX,22,A,6,7,1,289,3,1,455,East Coast,15,18,PK->High,0.101857221540565,234,1628,14,3,0.835113737831472,0.408498274828791,0,1918,0.923145190256945,1,0,CHD,PK,11,175,L,0,2,400,306,Middle->Middle,S,1
2149,7,10,CA,23,A,4,5,0,207,3,2,199,Costa Rica,17,19,High->High,0.005823927668902,154,2720,13,2,0.733683220426107,0.271681517611239,0,2342,0.938995988522668,2,C,PUBLIC,9,12,3042,J,0,1,180,193,High->High,L,0
2150,7,7,OR,23,A,6,7,1,295,6,3,393,East Coast,28,27,Middle->Middle,0.032272536453729,260,1865,15,2,0.555080241036263,0.435914953996443,0,1960,0.941643424566338,3,B,PUBLIC,7,8,829,M,1,1,278,280,Middle->Middle,L,1
2151,6,7,TX,19,A,6,7,1,277,4,2,472,East Coast,4,6,PK->Middle,0.008705481693057,258,2435,1,2,0.242744827239917,0.437626064050634,0,2310,0.671628262658102,2,C,PUBLIC,PK,6,501,K,1,1,292,292,Elementary->Middle,S-M,1
2152,10,10,TX,9,A,6,6,1,257,5,1,429,East Coast,15,14,Middle->Middle,0.018936099780632,232,1529,14,3,0.976638002825378,0.133967701397297,0,1556,0.960575645084554,1,C,PUBLIC,7,8,700,L,1,2,396,272,Middle->Middle,M-L,0
2153,7,8,ID,15,A,4,4,1,221,9,1,395,East Coast,12,12,K->Middle,0.034447823698945,162,1981,6,3,0.532943185871295,0.193921550470714,0,1975,0.948189919203842,1,B,PUBLIC,K,8,294,Z,1,2,346,173,Middle->Middle,S,0
2155,12,13,TX,11,A,6,6,1,290,1,2,432,East Coast,21,18,Middle->High,0.053464759842726,264,1996,11,1,0.605660209665655,0.828524082702985,0,2349,0.919709290366017,2,B,PUBLIC,6,12,335,L,0,1,412,411,High->High,S-M,0
2157,6,7,MN,18,A,6,6,1,289,7,6,505,East Coast,43,59,Middle->Middle,0.068975531179338,224,1499,26,5,0.504695535427695,0.450846393430071,0,1474,0.886191279283575,5,A,PUBLIC,6,8,733,N,0,2,459,284,Middle->Middle,M-L,0
2159,5,6,SC,19,T,5,6,0,288,3,3,267,East Coast,19,25,Middle->Middle,0.045102528591089,204,822,0,0,0.0,0.0,0,843,0.865983367552463,3,D,PUBLIC,7,8,454,B,0,1,240,245,Middle->Middle,S-M,1
2162,6,8,TX,21,A,6,6,1,319,6,3,453,East Coast,25,26,Middle->Middle,0.030596215043633,255,1865,18,1,0.952700771519242,0.195560011009333,0,1642,0.916226153590706,3,B,PUBLIC,7,8,701,L,0,2,422,268,Middle->High,M-L,0
2164,10,10,CA,12,A,6,6,1,252,5,4,391,East Coast,30,32,Middle->Middle,0.041573716984912,217,2168,19,4,0.635294836830417,0.406712542124493,0,2273,0.895994204061459,3,A,PUBLIC,6,8,626,Q,1,1,251,252,Middle->Middle,M-L,1
2165,6,6,OH,12,T,5,5,1,255,6,19,413,East Coast,127,138,Middle->Middle,0.237392075127966,214,875,34,3,0.28625575239421,0.222539207972204,0,793,0.886715663117708,18,B,PUBLIC,6,8,452,J,1,1,246,248,Middle->Middle,S-M,1
2168,9,10,MA,12,A,4,4,0,173,1,2,188,Science,12,14,Middle->Middle,0.024017916614642,105,2080,8,1,0.619737380329571,0.124860904421859,0,1839,0.863425250961607,2,A,PUBLIC,6,8,494,Q,1,1,160,173,Middle->Middle,S-M,0
2169,6,6,IL,19,T,6,6,1,286,8,1,422,East Coast,9,12,Middle->Middle,0.027007686468009,228,997,9,4,0.82036435705095,0.155983384602429,0,821,0.938751257787255,1,C,PUBLIC,6,8,383,G,1,2,393,250,Middle->Middle,S-M,0
2170,7,7,AZ,23,A,4,5,1,215,1,4,433,East Coast,53,53,K->Middle,0.098349727498222,196,1854,24,2,0.455756677333161,0.231948910257183,1,1777,0.947407244055653,4,0,Catholic,K,8,486,M,1,1,262,247,Middle->Middle,S-M,1
2171,7,8,AK,19,A,6,6,1,276,4,4,467,East Coast,24,28,PK->Middle,0.052940743074617,222,2673,21,2,0.735361580624865,0.192388121999686,0,2749,0.875320157351228,4,B,PUBLIC,PK,6,460,O,0,1,257,262,Elementary->Middle,S-M,0
2172,6,8,WI,20,A,6,6,1,280,3,5,503,East Coast,37,42,Middle->Middle,0.067186819025189,248,1524,24,1,0.676309852940877,0.344282005460864,0,1468,0.886230595646354,4,A,PUBLIC,6,8,571,O,0,1,284,278,Middle->Middle,S-M,0
2174,10,10,OH,12,T,5,5,1,255,7,14,380,East Coast,100,96,PK->Middle,0.1017022725707,187,669,46,3,0.488735459873021,0.24268528878806,1,630,0.822494946908957,14,0,Catholic,PK,8,784,N,0,1,194,203,Middle->Middle,L,0
2175,6,6,CA,13,A,4,4,1,220,6,4,425,East Coast,49,48,Elementary->Middle,0.081178177315732,165,2038,21,5,0.565057875520047,0.338389921857598,0,2263,0.868981073441536,4,A,PUBLIC,5,8,493,P,0,2,317,211,Middle->Middle,S-M,1
2176,7,7,IL,10,A,6,6,0,242,1,2,277,Science,16,19,Elementary->Middle,0.02244171849148,227,1759,0,0,0.0,0.233006574286859,0,1640,0.897549394991833,2,C,PUBLIC,1,8,742,F,1,1,252,244,Middle->Middle,M-L,1
2177,9,12,VA,18,A,6,7,1,262,2,1,447,Costa Rica,10,11,High->High,0.005690676223093,216,2280,7,1,0.823560853532358,0.107905038111662,0,2461,0.869595693621752,1,B,PUBLIC,9,12,1757,N,1,1,248,247,High->High,L,1
2178,6,7,OK,23,A,5,6,1,428,3,1,439,East Coast,7,7,High->High,0.034744582946479,231,1904,4,1,0.670978511577625,0.378170118043142,0,1790,0.874319098921483,1,B,PUBLIC,9,12,175,F,1,0,0,0,Middle->Middle,S,0
2179,7,9,LA,13,A,6,6,0,221,11,1,217,East Coast,4,5,Middle->Middle,0.006895751099044,202,1703,3,4,0.725686001708783,0.0,0,1722,0.820463702654766,1,B,PUBLIC,6,8,630,L,0,1,214,216,Middle->Middle,M-L,0
2180,9,10,IL,6,A,2,2,1,193,0,2,375,East Coast,12,15,Middle->Middle,0.041645642575056,127,1004,11,0,0.875587024851312,0.296379711849427,0,1034,0.892777478570159,2,B,PUBLIC,7,8,348,L,1,1,161,169,Middle->Middle,S,1
2181,7,8,CO,16,A,6,6,1,314,0,3,459,East Coast,23,22,Middle->Middle,0.151095936227293,244,1444,8,0,0.370353475525895,0.158871870828967,0,1410,0.865595863790158,3,B,PUBLIC,6,8,149,J,0,1,261,278,Middle->Middle,S,0
2182,7,8,MI,15,T,3,3,1,206,11,4,351,East Coast,41,46,Middle->High,0.115862653778648,163,605,25,12,0.476392925389629,0.081629360042697,0,715,0.912212153224643,3,C,PUBLIC,7,12,414,Z,1,1,202,193,Middle->High,S-M,0
2183,4,4,CA,8,A,5,6,0,255,4,1,367,CA History,39,38,K->Middle,0.171927270937679,236,506,0,0,0.0,0.0,1,577,0.935932835031154,1,0,Private non-Christian,K,6,224,J,1,0,0,0,Elementary->Elementary,S,1
2184,9,9,MI,7,A,4,5,1,265,3,10,460,East Coast,62,82,Middle->Middle,0.138173942176792,188,946,44,1,0.666696936837792,0.156861723939688,0,871,0.891150128925954,12,B,PUBLIC,6,8,459,N,1,1,220,219,Middle->Middle,S-M,0
2185,4,4,CA,1,A,5,5,0,244,6,1,314,CA History,42,55,K->Middle,0.096863182565716,188,376,28,3,0.604212256470739,0.214605909362254,0,381,0.946593267225394,1,0,Catholic,K,8,561,Q,0,1,233,231,Elementary->Elementary,S-M,1
2187,7,7,IL,12,A,2,3,1,189,3,4,319,East Coast,19,28,PK->Middle,0.033625784938846,150,1162,19,2,0.838787533245831,0.175753913018529,0,1109,0.88923261428901,4,0,Catholic,PK,8,698,Q,0,2,313,148,Middle->Middle,M-L,1
2188,9,10,SD,19,A,5,6,0,252,1,2,261,East Coast,26,23,Middle->Middle,0.13998034341478,172,1483,18,0,0.771106526561567,0.316379301111533,0,1666,0.93009878465192,2,B,PUBLIC,6,8,169,I,0,1,220,225,Middle->High,S,0
2189,6,8,ID,10,A,6,6,0,307,4,3,270,East Coast,15,20,Middle->High,0.026526206028996,220,2389,7,2,0.464973558983279,0.064536221152572,0,2396,0.804441737728735,3,B,PUBLIC,7,9,627,H,0,1,260,260,Middle->High,M-L,0
2191,8,8,IL,7,A,2,3,1,200,5,8,382,East Coast,95,93,Middle->Middle,0.185468605483547,136,947,71,6,0.672672080216047,0.178571007243313,0,1014,0.877991964912342,10,B,PUBLIC,7,8,433,L,1,1,157,166,Middle->Middle,S-M,1
2192,7,7,CA,16,A,5,5,0,231,0,3,236,East Coast,25,32,PK->High,0.096762115798222,173,2019,21,1,0.696722555710494,0.080476923748861,0,1980,0.891977353564734,4,0,Private non-Christian,PK,12,288,O,0,1,235,246,Middle->Middle,S,1
2193,3,3,CA,4,A,5,5,1,279,4,1,380,CA History,14,15,K->Middle,0.074539273537616,203,602,7,2,0.463550307096617,0.160954339694356,1,581,0.929619516553854,1,0,CHD,K,8,172,P,0,1,221,213,Elementary->Elementary,S,1
2195,7,7,IA,11,A,6,6,1,300,6,3,416,East Coast,67,68,Elementary->Middle,0.143914977788497,195,1378,32,6,0.540268396657391,0.394139447832327,0,1376,0.894220906047778,4,A,PUBLIC,5,8,409,J,1,1,273,267,Middle->Middle,S-M,1
2196,9,9,CO,8,A,3,3,1,312,5,1,307,East Coast,8,10,Middle->High,0.013497894124109,153,1402,7,4,0.72937521050886,0.126754931318012,0,1484,0.867587182601699,1,C,PUBLIC,6,12,608,C,0,1,189,179,Middle->Middle,M-L,1
2197,5,6,TN,6,A,3,3,0,220,1,1,219,East Coast,19,18,PK->Middle,0.079668395779021,114,1273,8,1,0.420343486747008,0.058752678658673,0,1264,0.980542660252154,1,0,Private non-Christian,PK,8,239,A,1,1,169,172,Middle->Middle,S,0
2198,6,6,IL,14,A,4,5,1,244,6,5,434,East Coast,67,78,PK->Middle,0.095158859805263,199,1328,52,5,0.798830102459846,0.324898476252342,0,1309,0.908931116583245,6,0,Catholic,PK,8,722,P,1,1,234,228,Middle->Middle,M-L,1
2199,5,7,MI,9,T,5,5,1,253,4,2,432,East Coast,21,26,Elementary->Middle,0.109781989277592,206,958,16,0,0.62541214990074,0.23950322655081,0,908,0.962936721831244,2,B,PUBLIC,5,8,240,M,0,2,358,270,Middle->High,S,0
2200,7,7,NM,17,A,5,5,1,222,11,1,421,East Coast,7,7,Middle->Middle,0.008267073839564,188,1764,4,5,0.645108368894021,0.0,0,1872,0.893553689020368,1,C,PUBLIC,7,8,771,G,1,0,0,0,Middle->Middle,M-L,1
2201,10,10,MI,22,T,5,6,1,267,7,10,419,East Coast,123,163,Middle->Middle,0.211932651241226,179,545,36,3,0.244740144246828,0.124585938525757,0,629,0.937356661674536,8,B,PUBLIC,6,8,691,L,0,1,224,224,Middle->Middle,M-L,0
2202,9,9,CA,15,A,4,4,1,210,2,1,395,East Coast,23,24,K->Middle,0.142001220673025,175,2000,13,2,0.502913538271387,0.177333061104763,0,1899,0.987455108417324,1,0,Catholic,K,8,164,J,0,1,210,210,Middle->Middle,S,0
2204,6,6,WA,27,A,6,7,1,319,7,3,394,East Coast,50,45,Middle->Middle,0.040216291978197,225,2320,14,4,0.304687784477426,0.44421388133872,0,2335,0.934533308167731,4,B,PUBLIC,6,8,1022,N,0,0,0,0,Middle->Middle,L,1
2206,8,11,WI,31,A,6,7,1,511,1,2,505,Costa Rica,11,13,High->High,0.007251284786367,247,2921,7,2,0.665538879566656,0.343277016888832,0,2874,0.830310791290878,2,A,PUBLIC,9,12,1380,O,1,2,488,254,High->High,L,0
2207,11,12,CA,23,A,6,7,0,264,2,1,270,Science,5,6,High->High,0.0016373703389,169,2506,2,0,0.414200844441959,0.0,0,2417,0.823179847595126,1,B,PUBLIC,9,12,2807,Q,0,2,256,174,High->High,L,0
2209,7,7,WA,11,A,6,6,1,313,9,3,478,East Coast,32,35,Middle->Middle,0.035244701327734,242,2277,25,9,0.75605338259378,0.458342739186899,0,2100,0.906981454743853,3,A,PUBLIC,6,8,907,Q,0,1,260,250,Middle->Middle,L,1
2212,9,9,TX,12,A,6,6,1,318,3,1,485,East Coast,7,9,Middle->Middle,0.030712231431141,237,1847,6,3,0.721341932156436,0.299660566440331,0,1619,0.854264461638791,1,B,PUBLIC,7,8,270,Z,0,1,267,258,Middle->Middle,S,1
2213,8,8,TN,8,A,3,3,1,183,6,2,410,East Coast,12,16,Middle->Middle,0.016250149779684,166,1594,10,2,0.689936639740678,0.075881080953491,0,1626,0.826646366778762,2,C,PUBLIC,6,8,873,D,1,2,391,165,Middle->Middle,M-L,0
2214,10,10,GA,16,T,3,3,1,350,4,2,340,East Coast,20,20,Middle->High,0.079895471650816,155,823,6,3,0.399682241270215,0.06045940479323,0,758,0.868365984994039,2,0,CHD,6,12,200,O,0,2,325,158,Middle->Middle,S,0
2215,6,7,NV,13,A,6,7,1,277,2,2,459,Science,14,13,Middle->Middle,0.012370592663605,212,1952,5,4,0.430257823255527,0.397370971136087,0,2238,0.862892846883436,2,B,PUBLIC,6,8,889,M,1,1,281,281,Middle->Middle,L,0
2216,9,9,PA,8,T,4,4,1,218,0,3,397,East Coast,81,73,Elementary->Middle,0.085139203207999,331,519,33,0,0.489571331629587,0.108401294604475,0,533,0.944764469678473,4,B,PUBLIC,5,8,778,I,0,1,204,211,Middle->Middle,L,1
2217,6,8,WA,14,A,6,7,1,293,4,1,475,East Coast,8,10,Middle->High,0.012862632132316,260,2044,5,3,0.55527876797769,0.24694746052737,0,1970,0.887547218526048,1,B,PUBLIC,7,9,654,N,0,1,271,287,Middle->High,M-L,0
2220,7,7,TX,18,A,6,6,1,321,5,2,433,East Coast,31,35,Middle->Middle,0.043710528506133,221,2070,20,4,0.637299662228871,0.184868672938134,0,2020,0.924547587806897,2,B,PUBLIC,7,8,653,O,0,2,296,251,Middle->Middle,M-L,1
2221,4,6,CA,12,A,3,4,0,203,3,1,189,East Coast,9,10,Middle->Middle,0.012734382172938,138,1938,5,0,0.551829749357528,0.375499315605886,0,2140,0.87744903371302,1,E,PUBLIC,6,8,733,J,0,1,191,190,Middle->Middle,M-L,0
2222,9,12,IA,16,A,4,5,0,217,3,12,245,East Coast,124,132,PK->High,0.273748279392385,167,1192,0,0,0.0,0.0,0,1117,0.879399043108712,12,B,PUBLIC,PK,12,427,J,1,0,0,0,High->High,S-M,0
2223,6,6,IL,26,T,5,5,0,213,5,5,220,East Coast,69,75,Elementary->Middle,0.12366062970044,168,1165,2,0,0.027726777743666,0.0,0,1078,0.894219931170665,6,B,PUBLIC,3,8,544,N,0,1,211,200,Middle->Middle,M-L,1
2225,6,8,KS,7,A,6,6,1,253,6,1,439,East Coast,3,4,PK->Middle,0.00705554027953,197,1426,2,7,0.650466838450031,0.917543675837351,0,1438,0.749718687261192,1,B,PUBLIC,PK,8,409,J,0,1,218,209,Middle->Middle,S-M,0
2226,6,6,IL,16,A,6,7,1,294,1,2,458,East Coast,14,19,Elementary->Middle,0.042828738967381,232,1388,10,1,0.602747195581669,0.062664046117249,0,1442,0.868944289916945,2,A,PUBLIC,5,8,358,O,0,1,269,267,Middle->Middle,S-M,1
2227,6,7,CA,15,A,3,4,1,415,5,3,438,East Coast,58,58,PK->High,0.115123370419441,181,2079,23,1,0.410533306724753,0.101748824940403,1,2009,0.90123271311899,3,0,CHD,PK,12,478,M,0,1,194,191,Middle->Middle,S-M,0
2231,7,7,MO,8,A,4,4,1,201,1,2,362,East Coast,23,23,PK->Middle,0.124164264960401,208,1251,20,1,0.792187525124999,0.364673369532869,1,1280,0.94434371840993,2,0,CHD,PK,8,189,I,0,1,236,228,Middle->Middle,S,1
2232,10,10,CT,11,T,5,5,1,253,18,52,437,East Coast,222,243,Middle->Middle,0.299505348807611,200,830,89,7,0.39322243356688,0.205096165752638,0,816,0.842361786424993,48,A,PUBLIC,7,8,679,Q,0,1,218,207,Middle->Middle,M-L,1
2233,7,9,OR,23,A,6,7,1,274,8,1,453,East Coast,9,11,Elementary->Middle,0.140182398282695,241,2108,6,8,0.543620996049612,0.0,0,1946,0.87331687790155,1,C,PUBLIC,1,8,88,G,0,1,253,269,Middle->High,S,0
2234,10,10,TX,13,A,6,6,1,410,6,1,410,East Coast,6,6,Middle->Middle,0.006754226915377,230,1521,4,6,0.830205663840145,0.0,0,1535,0.81165819817945,1,C,PUBLIC,6,8,785,F,1,1,279,270,Middle->Middle,M-L,1
2235,6,6,CA,20,A,4,5,1,220,1,5,432,East Coast,32,36,K->Middle,0.057533916773561,180,2162,25,0,0.674104453865972,0.375055741714341,0,2119,0.860174861402051,4,0,Catholic,K,8,594,O,0,1,219,217,Middle->Middle,M-L,1
2238,6,8,TX,19,A,6,6,1,261,11,2,420,East Coast,21,25,Middle->Middle,0.024426103753527,216,1453,18,6,0.914619743274053,0.40592527265867,0,1486,0.909384651747843,2,B,PUBLIC,6,8,894,K,1,1,245,265,Middle->Middle,L,0
2241,8,8,CA,24,A,4,5,1,250,8,3,440,East Coast,20,21,K->Middle,0.021861005367993,134,2595,8,4,0.460595928562914,0.196952362427272,0,2389,0.864423466357892,3,B,PUBLIC,K,8,825,O,0,1,201,201,Middle->Middle,L,1
2244,7,7,CA,30,A,5,6,1,292,1,2,425,East Coast,26,31,K->Middle,0.101768933720376,205,2723,12,1,0.469932814119002,0.17490921844366,0,2431,0.914273904440007,2,0,CHD,K,8,254,K,0,1,279,277,Middle->Middle,S,1
2246,10,10,CA,13,A,4,5,1,278,3,1,402,East Coast,5,7,K->Middle,0.021658966679437,154,1989,2,1,0.338469322442333,0.344479455196676,0,2074,0.897875858094517,1,0,Catholic,K,8,262,M,1,2,361,227,Middle->Middle,S,1
2247,5,10,NM,13,A,6,6,1,453,4,1,436,East Coast,7,8,PK->High,0.017539910103486,252,2398,4,2,0.581756522959539,0.448891389790833,0,2274,0.833095293035882,1,0,CHD,PK,12,413,Z,1,1,276,285,Middle->High,S-M,0
2250,7,9,MO,7,A,5,5,1,299,9,4,439,East Coast,50,52,Middle->Middle,0.297527789388291,226,1545,32,2,0.753478709944306,0.407133671764193,0,1442,0.86408648510461,5,C,PUBLIC,7,8,159,E,0,1,242,242,Middle->Middle,S,1
2251,9,9,CA,14,A,3,3,1,219,4,3,405,East Coast,18,21,K->Middle,0.064452401813838,150,2165,8,4,0.518273934334364,0.181143011664176,0,2004,0.775887488273165,4,A,PUBLIC,K,8,241,Q,0,2,316,184,Middle->Middle,S,1
2252,6,8,TX,15,A,3,3,1,235,4,2,234,East Coast,18,16,Middle->Middle,0.040009136846089,142,1466,13,4,0.748626452404123,0.121440350632491,0,1469,0.849704139697025,2,C,PUBLIC,6,8,407,I,1,1,202,196,Middle->Middle,S-M,0
2253,6,8,TX,14,A,6,6,1,268,6,2,391,East Coast,12,16,Middle->Middle,0.041257584639158,232,1660,9,3,0.719606560402661,0.309472592995047,0,1530,0.828863692612377,2,C,PUBLIC,6,8,299,G,1,1,260,270,Middle->Middle,S,0
2255,7,7,IL,16,T,5,6,0,280,1,3,280,East Coast,55,46,Middle->Middle,0.174125033319115,208,817,26,1,0.617814410971844,0.259937413612108,0,815,0.945035165605826,3,B,PUBLIC,7,8,261,J,1,0,0,0,Middle->Middle,S,1
2256,7,7,CA,11,A,4,4,1,261,4,1,327,East Coast,16,17,PK->Middle,0.022870266340671,166,2187,13,4,0.802673934144445,0.113019573290786,0,2209,0.955133449307639,1,C,PUBLIC,PK,8,640,L,0,1,212,211,Middle->Middle,M-L,1
2257,8,8,IL,12,A,4,5,1,256,7,8,372,East Coast,65,80,Middle->Middle,0.096651861802004,178,1327,56,8,0.671228311500335,0.148522776931592,0,1577,0.942180763466841,9,B,PUBLIC,6,8,750,N,0,1,222,221,Middle->Middle,L,1
2258,10,10,WA,18,A,4,4,1,235,0,1,333,East Coast,9,10,Middle->High,0.009800396696296,187,2024,6,0,0.762925714986817,0.0,0,2072,0.923071565483832,1,B,PUBLIC,7,9,744,L,1,1,194,181,High->High,L,0
2259,10,10,CA,10,A,3,4,1,231,2,4,343,East Coast,45,56,Middle->Middle,0.302950332033381,177,1707,33,2,0.700478697481759,0.191129989302012,0,1584,0.958010260046621,3,0,Private non-Christian,6,8,163,Q,1,1,203,200,Middle->Middle,S,1
2261,5,6,IN,8,A,5,5,1,354,1,1,359,East Coast,6,7,Middle->Middle,0.015695735690729,220,1190,4,1,0.669784611735888,0.269333117632121,0,1240,0.891098191660794,1,B,PUBLIC,6,8,414,E,1,0,0,0,Middle->Middle,S-M,0
2264,7,7,NV,14,A,6,6,1,322,12,2,466,East Coast,23,25,Middle->Middle,0.02336280695436,229,1977,21,4,0.824607811423727,0.376515442667955,0,2054,0.896370657609799,2,B,PUBLIC,7,8,1036,M,0,1,265,266,Middle->Middle,L,1
2265,8,8,CA,23,A,6,7,0,253,10,1,287,East Coast,13,15,Middle->Middle,0.021539351021581,248,2257,8,4,0.543130507294285,0.08237481265285,0,2696,0.891982213611308,1,C,PUBLIC,7,8,648,L,1,1,264,268,Middle->Middle,M-L,0
2266,10,10,IN,20,T,6,6,1,287,2,2,449,East Coast,34,42,Middle->High,0.058221575249978,249,732,14,0,0.365503328562601,0.32450157094715,0,800,0.933811833911711,2,B,PUBLIC,7,12,582,K,0,1,258,256,Middle->Middle,M-L,1
2267,10,10,CA,16,A,6,6,1,265,6,1,417,East Coast,14,14,K->Middle,0.042100445871423,225,2506,6,5,0.479727112662634,0.135895201251943,0,2553,0.886617593920202,1,D,PUBLIC,K,8,274,B,0,1,248,241,Middle->Middle,S,1
2268,10,10,CA,37,A,5,6,1,250,1,6,464,East Coast,75,72,K->Middle,0.124078341485325,218,2840,52,3,0.662688691749001,0.124878596174806,0,2985,0.92975523141987,5,0,Private non-Christian,K,8,599,F,0,2,385,252,Middle->Middle,S-M,1
2269,10,10,WA,15,A,4,5,1,234,7,3,432,East Coast,27,32,PK->High,0.023898847218519,195,1905,16,5,0.64765368062001,0.482713628132562,1,2116,0.883164493108381,3,0,CHD,PK,12,1157,F,0,1,221,223,Middle->Middle,L,1
2270,10,10,MA,11,T,4,4,0,197,3,4,341,East Coast,35,45,PK->High,0.114329387641858,320,717,0,0,0.0,0.0,0,697,0.904981705881796,4,0,Private non-Christian,PK,9,368,Q,1,1,182,175,High->High,S-M,1
2274,6,6,CO,23,A,4,5,1,236,3,2,393,East Coast,31,31,K->Middle,0.062507594115491,173,2196,18,2,0.601940702355731,0.174856089733425,0,2021,0.962728961368162,2,B,PUBLIC,K,8,460,K,1,1,209,220,Middle->Middle,S-M,1
2277,9,9,MO,6,A,6,6,1,293,3,3,400,East Coast,33,35,Middle->Middle,0.033857713072029,227,1234,27,2,0.797079018158369,0.259650946121656,0,1250,0.884025975804908,3,A,PUBLIC,6,8,986,P,1,1,260,259,Middle->Middle,L,1
2278,9,12,VA,21,A,6,7,1,303,9,1,512,International,5,6,High->High,0.002595342812047,226,3143,2,1,0.3897878128537,0.186738221375017,0,3576,0.837869628378608,1,B,PUBLIC,9,12,1834,L,0,1,276,273,High->High,L,0
2279,6,8,UT,9,A,6,6,1,272,6,1,479,East Coast,7,8,Middle->High,0.005227492696913,253,1958,5,3,0.713356939667242,0.115982297570737,0,1899,0.910933277231847,1,B,PUBLIC,7,9,1334,J,1,1,260,257,Middle->High,L,0
2280,6,6,CA,6,A,5,5,1,223,7,3,397,CA History,46,64,K->Middle,0.205899972324766,199,523,37,3,0.643520213573377,0.242079444920162,1,594,0.960692209022058,3,0,CHD,K,8,280,Q,1,0,0,0,Elementary->Elementary,S,1
2283,6,6,TX,10,A,5,6,1,264,5,1,477,East Coast,15,17,Middle->Middle,0.012674076652621,234,1358,9,3,0.580328777137343,0.260398624740408,0,1435,0.936738460370726,1,C,PUBLIC,6,8,1062,F,0,2,459,265,Middle->Middle,L,0
2284,4,5,WA,19,A,3,4,1,224,3,1,427,East Coast,15,14,Elementary->Middle,0.02216350421357,150,1859,8,2,0.546445915668203,0.242654199851974,0,1797,0.891467743495064,1,B,PUBLIC,5,7,564,M,1,1,181,183,Middle->Middle,M-L,1
2285,6,7,CO,12,A,5,5,1,81,2,2,377,East Coast,18,23,K->Middle,0.053971021621137,149,1875,0,2,0.0,0.0,0,2016,0.906555904552208,2,B,PUBLIC,K,6,385,J,0,2,345,233,Elementary->Elementary,S-M,0
2287,6,6,CA,21,A,4,5,1,233,5,2,338,East Coast,35,31,Middle->Middle,0.027493933650184,169,2126,12,3,0.428288496658096,0.217378717516216,0,1960,0.891723133199538,2,B,PUBLIC,6,8,1061,N,1,1,212,215,Middle->Middle,L,1
2289,6,8,WA,17,A,6,6,1,311,1,3,460,East Coast,26,29,Middle->Middle,0.081481952068365,241,2038,17,0,0.669474105220416,0.290608148163631,0,1818,0.88414690540665,3,C,PUBLIC,7,8,316,F,1,1,269,250,Middle->High,S,0
2290,9,10,TX,18,A,6,6,1,235,4,2,460,East Coast,18,18,Elementary->Middle,0.040245185866234,218,1765,14,5,0.893128072217482,0.548117214480757,0,1612,0.877092371903558,2,C,PUBLIC,5,8,386,O,0,0,0,0,Middle->Middle,S-M,0
2293,6,7,CA,26,A,4,5,1,256,5,3,421,East Coast,24,30,PK->High,0.073934179655843,179,1941,17,3,0.649085190278875,0.037619813903045,1,1963,0.913371696370244,3,0,CHD,PK,12,378,K,1,1,227,221,Middle->Middle,S-M,1
2294,7,7,ND,16,A,5,6,1,426,3,3,466,East Coast,46,56,Middle->High,0.060042407589361,388,1659,33,1,0.652136359608121,0.302263067488587,0,1572,0.947815717837382,3,B,PUBLIC,7,9,901,L,1,1,253,253,Middle->Middle,L,1
2295,5,6,OH,21,T,3,3,1,385,6,3,406,East Coast,49,52,K->Middle,0.150154647974838,278,1184,0,0,0.0,0.0,1,1102,0.980692999621104,3,0,CHD,K,8,358,M,1,1,135,128,Elementary->Middle,S,1
2296,7,10,CA,14,A,6,6,0,243,22,2,243,East Coast,15,18,High->High,0.009105089728165,230,2564,12,13,0.707328040734986,0.147295650718049,0,2567,0.880903404819666,2,C,PUBLIC,9,12,1711,E,1,1,250,239,High->High,L,0
