ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
B2638P,B,Northern California,5,PUBLIC,1,7,8,1056,P,1,1,09/30/2018,09/18/2018,245,257,Middle,Middle,Middle->Middle,L
B2645G,B,Other,8,PUBLIC,0,9,12,824,G,0,0,,,,,High,High,High->High,M-L
B2647K,B,Southern California,5,PUBLIC,1,6,8,768,K,1,2,05/20/2018,08/31/2018,353,250,Middle,Middle,Middle->Middle,M-L
B2649Q,B,Pacific Northwest,5,PUBLIC,0,6,8,563,Q,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B264M,B,Other,8,PUBLIC,1,7,12,215,M,1,2,02/16/2018,09/18/2018,490,276,Middle,Middle,Middle->Middle,S
B2650P,B,Northern California,5,PUBLIC,1,6,8,984,P,1,2,05/12/2018,08/19/2018,390,291,Middle,Middle,Middle->Middle,L
B2651K,B,Other,11,PUBLIC,1,6,8,340,K,0,1,08/25/2018,08/29/2018,175,171,Middle,Middle,Middle->Middle,S-M
B2657P,B,Southern California,4,PUBLIC,1,PK,5,461,P,1,1,10/18/2018,10/20/2018,210,208,Elementary,Elementary,Elementary->Elementary,S-M
B2658N,B,Southern California,9,PUBLIC,1,9,12,2899,N,1,1,04/05/2018,04/03/2018,369,371,Undefined,Undefined,Undefined->Undefined,L
B2659M,B,Other,10,PUBLIC,1,6,8,332,M,0,1,11/21/2018,11/10/2018,127,138,Middle,Middle,Middle->Middle,S
B2660N,B,Southern California,5,PUBLIC,1,6,8,883,N,1,1,10/23/2018,10/25/2018,157,155,Middle,Undefined,Middle->Undefined,M-L
B2666L,B,Northern California,5,PUBLIC,0,4,8,567,L,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B2668N,B,Southern California,5,PUBLIC,1,6,8,1070,N,0,1,09/14/2018,09/07/2018,209,216,Middle,Middle,Middle->Middle,L
B2671I,B,Other,5,PUBLIC,1,6,8,994,I,1,2,05/27/2018,09/19/2018,335,220,Middle,Middle,Middle->Middle,L
B2675N,B,Southern California,4,PUBLIC,0,K,6,725,N,1,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B2682Q,B,Southern California,7,PUBLIC,1,K,6,521,Q,0,1,10/02/2018,09/20/2018,192,204,Middle,Middle,Middle->Middle,S-M
B2683O,B,Other,10,PUBLIC,1,6,8,926,O,0,1,09/23/2018,09/14/2018,235,244,Middle,Middle,Middle->Middle,L
B2684F,B,Other,10,PUBLIC,1,K,8,190,F,1,1,10/03/2018,10/13/2018,238,228,Middle,Middle,Middle->Middle,S
B2687L,B,Dallas,10,PUBLIC,1,6,8,602,L,1,2,08/31/2018,09/17/2018,279,262,Middle,Middle,Middle->Middle,M-L
B2691M,B,Other,10,PUBLIC,1,6,8,688,M,1,1,09/12/2018,09/09/2018,157,160,Middle,Middle,Middle->Middle,M-L
B2692P,B,Other,5,PUBLIC,1,K,8,1002,P,0,1,09/04/2018,09/05/2018,194,193,Middle,Middle,Middle->Middle,L
B2694Q,B,Southern California,4,PUBLIC,0,K,6,638,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B2695L,B,Northern California,9,PUBLIC,1,PK,8,101,L,0,1,09/24/2018,09/23/2018,221,222,Middle,Middle,Middle->Middle,S
B2696L,B,Southern California,5,PUBLIC,1,6,8,765,L,0,1,08/26/2018,08/20/2018,248,254,Middle,Middle,Middle->Middle,L
B2697E,B,Pacific Northwest,5,PUBLIC,1,6,8,743,E,0,1,10/26/2018,11/03/2018,234,226,Elementary,High,Elementary->High,M-L
B269J,B,Northern California,5,PUBLIC,1,6,8,360,J,0,1,09/06/2018,09/07/2018,229,228,Middle,Middle,Middle->Middle,S
B2704E,B,Other,5,PUBLIC,1,6,8,872,E,1,1,11/06/2018,11/01/2018,209,214,Middle,Middle,Middle->Middle,L
B2706N,B,Other,10,PUBLIC,1,7,8,1217,N,1,2,04/06/2018,08/27/2018,420,277,Middle,Middle,Middle->Middle,L
B2713L,B,Other,10,PUBLIC,1,6,8,744,L,0,1,09/26/2018,09/11/2018,176,191,Middle,Middle,Middle->Middle,M-L
B2715N,B,Southern California,4,PUBLIC,1,K,5,580,N,0,2,06/05/2018,09/19/2018,303,197,Elementary,Elementary,Elementary->Elementary,S-M
B2718H,B,Other,11,PUBLIC,1,4,8,482,H,1,1,11/10/2018,11/19/2018,202,193,Middle,Middle,Middle->Middle,S-M
B2719I,B,Other,11,PUBLIC,0,6,8,373,I,1,0,,,,,Middle,Middle,Middle->Middle,S-M
B271F,B,Other,1,PUBLIC,1,PK,8,240,F,0,1,05/25/2018,05/16/2018,379,388,Middle,Middle,Middle->Middle,S
B2720D,B,Other,11,PUBLIC,1,K,12,2339,D,0,2,09/20/2018,10/07/2018,275,258,Middle,High,Middle->High,L
B2722I,B,Other,9,PUBLIC,1,PK,8,486,I,1,1,10/29/2018,10/18/2018,212,223,Middle,Middle,Middle->Middle,S-M
B2727O,B,Southern California,4,PUBLIC,1,K,6,513,O,0,2,09/21/2018,10/10/2018,253,234,Elementary,Elementary,Elementary->Elementary,S-M
B2733M,B,Other,9,PUBLIC,1,6,8,1046,M,1,1,09/10/2018,09/19/2018,229,220,Middle,Middle,Middle->Middle,L
B2736J,B,Other,8,PUBLIC,1,9,12,129,J,0,1,08/31/2018,09/10/2018,227,217,Middle,Middle,Middle->Middle,S
B2738E,B,Dallas,7,PUBLIC,1,7,8,485,E,1,2,05/11/2018,09/13/2018,306,181,Middle,Middle,Middle->Middle,S-M
B2739L,B,Pacific Northwest,4,PUBLIC,1,PK,6,583,L,1,2,04/29/2018,09/20/2018,421,277,Middle,Middle,Middle->Middle,M-L
B2744L,B,Other,10,PUBLIC,1,6,8,840,L,1,1,09/13/2018,09/23/2018,232,222,Middle,Middle,Middle->Middle,L
B2745L,B,Houston,8,PUBLIC,1,9,12,1390,L,0,1,11/11/2018,11/02/2018,224,233,Middle,High,Middle->High,L
B2746L,B,Other,10,PUBLIC,0,4,8,402,L,0,0,,,,,Undefined,Undefined,Undefined->Undefined,S-M
B2749N,B,Southern California,4,PUBLIC,0,K,6,772,N,1,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B274N,B,Other,8,PUBLIC,1,9,12,2684,N,0,1,10/06/2018,10/12/2018,165,159,High,High,High->High,L
B2750Q,B,Southern California,4,PUBLIC,0,K,6,642,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B2751N,B,Pacific Northwest,5,PUBLIC,1,K,8,487,N,0,1,09/25/2018,09/16/2018,193,202,Elementary,High,Elementary->High,S-M
B2754K,B,Other,9,PUBLIC,0,6,8,403,K,1,0,,,,,Middle,Middle,Middle->Middle,S-M
B2758Q,B,Other,8,PUBLIC,1,9,12,1525,Q,0,1,10/21/2018,10/28/2018,174,167,Undefined,Undefined,Undefined->Undefined,L
B275M,B,Other,5,PUBLIC,1,6,8,555,M,0,1,09/24/2018,09/13/2018,229,240,Middle,Middle,Middle->Middle,S-M
B2765M,B,Other,11,PUBLIC,1,7,12,375,M,0,1,10/03/2018,10/07/2018,227,223,Undefined,Undefined,Undefined->Undefined,S-M
B2766Q,B,Southern California,5,PUBLIC,1,7,8,1418,Q,0,2,10/12/2018,10/22/2018,179,169,Middle,Middle,Middle->Middle,L
B2769L,B,Southern California,5,PUBLIC,1,6,8,486,L,1,1,09/09/2018,09/19/2018,184,174,Middle,Middle,Middle->Middle,S-M
B276K,B,Other,10,PUBLIC,1,6,8,245,K,0,2,03/05/2018,09/15/2018,453,259,Middle,Middle,Middle->Middle,S
B2772O,B,Southern California,5,PUBLIC,1,7,12,1739,O,1,1,09/08/2018,09/05/2018,208,211,Middle,Middle,Middle->Middle,L
B2777M,B,Other,11,PUBLIC,1,6,8,790,M,1,1,09/11/2018,09/18/2018,258,251,Middle,Middle,Middle->Middle,L
B2779N,B,Other,6,PUBLIC,1,6,8,637,N,0,2,04/12/2018,08/27/2018,310,173,Middle,Middle,Middle->Middle,M-L
B277Q,B,Northern California,5,PUBLIC,1,6,8,928,Q,0,1,09/20/2018,10/02/2018,212,200,Middle,Middle,Middle->Middle,L
B2780L,B,Northern California,10,PUBLIC,1,K,8,656,L,1,1,09/04/2018,09/22/2018,282,264,Middle,Middle,Middle->Middle,M-L
B2791H,B,Other,1,PUBLIC,1,K,12,223,H,0,1,08/27/2018,08/16/2018,268,279,Middle,Middle,Middle->Middle,S
B2794F,B,Other,9,PUBLIC,1,4,8,106,F,1,1,09/18/2018,09/20/2018,240,238,Middle,Middle,Middle->Middle,S
B2795K,B,Other,11,PUBLIC,1,PK,12,550,K,1,1,10/05/2018,10/14/2018,240,231,Middle,Middle,Middle->Middle,S-M
B2796J,B,Other,11,PUBLIC,1,6,8,749,J,1,1,09/14/2018,09/13/2018,167,168,Middle,Middle,Middle->Middle,M-L
B279O,B,Other,4,PUBLIC,1,K,5,986,O,0,1,08/17/2018,08/25/2018,221,213,Elementary,Elementary,Elementary->Elementary,L
B2804Q,B,Northern California,4,PUBLIC,1,K,6,646,Q,0,2,05/13/2018,09/02/2018,319,207,Elementary,Middle,Elementary->Middle,M-L
B2808P,B,Southern California,6,PUBLIC,1,7,12,3729,P,1,1,10/12/2018,09/25/2018,159,176,Middle,Middle,Middle->Middle,L
B280N,B,Northern California,5,PUBLIC,1,6,8,499,N,0,1,08/30/2018,08/26/2018,283,287,Middle,Middle,Middle->Middle,S-M
B2812J,B,Other,11,PUBLIC,1,PK,12,492,J,0,1,08/22/2018,08/28/2018,277,271,Middle,High,Middle->High,S-M
B2813I,B,Pacific Northwest,5,PUBLIC,1,6,8,444,I,1,1,09/16/2018,09/18/2018,277,275,Middle,Middle,Middle->Middle,S-M
B2818H,B,Other,10,PUBLIC,1,6,8,327,H,1,2,05/02/2018,09/22/2018,391,248,Middle,Middle,Middle->Middle,S
B2819O,B,Dallas,9,PUBLIC,1,6,8,1122,O,1,2,04/27/2018,08/24/2018,381,262,Middle,Middle,Middle->Middle,L
B2822O,B,Other,9,PUBLIC,1,6,8,1091,O,0,2,04/06/2018,09/05/2018,340,188,Middle,Middle,Middle->Middle,L
B2826Z,B,Other,5,PUBLIC,1,6,8,311,Z,0,1,10/11/2018,09/28/2018,234,247,Middle,Middle,Middle->Middle,S
B2830L,B,Northern California,5,PUBLIC,1,6,8,970,L,0,1,09/19/2018,09/05/2018,204,218,Middle,Middle,Middle->Middle,L
B2836Q,B,Southern California,4,PUBLIC,1,K,5,726,Q,1,1,09/27/2018,09/25/2018,267,269,Elementary,Elementary,Elementary->Elementary,M-L
B2839M,B,Southern California,6,PUBLIC,1,6,8,1162,M,1,1,09/09/2018,09/06/2018,287,290,Middle,High,Middle->High,L
B2845F,B,Other,9,PUBLIC,1,7,12,122,F,1,1,09/26/2018,10/09/2018,168,155,High,High,High->High,S
B2848L,B,Pacific Northwest,5,PUBLIC,1,7,8,771,L,0,2,04/13/2018,09/28/2018,429,261,Middle,Middle,Middle->Middle,M-L
B2849N,B,Other,6,PUBLIC,1,6,8,1021,N,0,1,11/09/2018,10/31/2018,214,223,Middle,High,Middle->High,L
B2853M,B,Dallas,4,PUBLIC,1,K,5,744,M,1,2,02/28/2018,09/20/2018,375,171,Elementary,Elementary,Elementary->Elementary,L
B2854K,B,Southern California,5,PUBLIC,0,K,7,727,K,1,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B2856B,B,Pacific Northwest,5,PUBLIC,1,6,8,466,B,1,1,08/30/2018,09/02/2018,285,282,Middle,Middle,Middle->Middle,S-M
B2860F,B,Other,8,PUBLIC,0,9,12,186,F,0,0,,,,,Middle,Middle,Middle->Middle,S
B2863Q,B,Northern California,5,PUBLIC,1,7,8,657,Q,1,1,10/04/2018,09/18/2018,207,223,Middle,Middle,Middle->Middle,M-L
B2868I,B,Other,11,PUBLIC,1,6,8,477,I,0,1,10/04/2018,09/28/2018,253,259,Middle,Middle,Middle->Middle,S-M
B286I,B,Other,9,PUBLIC,0,7,8,550,I,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B2870H,B,Other,9,PUBLIC,1,PK,12,531,H,1,1,10/14/2018,10/19/2018,232,227,High,High,High->High,S-M
B2871M,B,Dallas,9,PUBLIC,1,6,8,703,M,1,1,10/28/2018,10/26/2018,225,227,Middle,Middle,Middle->Middle,M-L
B2874G,B,Other,2,PUBLIC,1,8,12,2088,G,1,1,11/21/2018,11/11/2018,130,140,High,High,High->High,L
B2876L,B,Southern California,5,PUBLIC,0,K,8,553,L,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B287G,B,Other,10,PUBLIC,1,6,8,198,G,1,1,09/04/2018,09/03/2018,216,217,Middle,Middle,Middle->Middle,S
B2880O,B,Other,10,PUBLIC,1,6,10,559,O,0,1,09/28/2018,09/21/2018,232,239,Middle,Middle,Middle->Middle,M-L
B2881L,B,Other,9,PUBLIC,1,6,8,857,L,0,1,09/25/2018,09/29/2018,171,167,Middle,Middle,Middle->Middle,L
B2883N,B,Dallas,6,PUBLIC,1,7,8,1097,N,1,1,11/22/2018,11/19/2018,190,193,Middle,Middle,Middle->Middle,L
B2886Z,B,Other,5,PUBLIC,1,K,8,275,Z,0,1,10/01/2018,10/02/2018,239,238,Middle,Middle,Middle->Middle,S
B2888J,B,Other,10,PUBLIC,1,5,12,558,J,1,1,09/17/2018,09/09/2018,190,198,Middle,Middle,Middle->Middle,M-L
B2889J,B,Other,10,PUBLIC,0,PK,12,143,J,1,0,,,,,High,High,High->High,S
B2890N,B,Dallas,8,PUBLIC,1,10,12,2269,N,0,1,09/17/2018,09/15/2018,254,256,High,High,High->High,L
B2892M,B,Other,4,PUBLIC,1,K,5,400,M,0,1,09/12/2018,09/15/2018,274,271,Elementary,Elementary,Elementary->Elementary,S-M
B2897F,B,Other,3,PUBLIC,1,K,8,210,F,1,2,04/23/2018,09/30/2018,399,239,Middle,Middle,Middle->Middle,S
B289P,B,Other,5,CHD,0,K,8,0,P,0,0,,,,,Middle,Undefined,Middle->Undefined,
B2902O,B,Northern California,5,PUBLIC,1,K,8,538,O,0,1,10/04/2018,09/17/2018,203,220,Middle,Middle,Middle->Middle,S-M
B2905O,B,Other,5,PUBLIC,1,5,8,1226,O,1,2,05/15/2018,08/26/2018,320,217,Middle,Middle,Middle->Middle,L
B2907J,B,Other,4,PUBLIC,1,5,6,722,J,0,1,10/05/2018,10/10/2018,250,245,Elementary,Middle,Elementary->Middle,M-L
B2908O,B,Other,9,PUBLIC,1,9,12,2155,O,1,2,08/22/2018,09/08/2018,277,260,High,High,High->High,L
B2912P,B,Houston,9,PUBLIC,1,6,8,898,P,0,2,10/09/2018,10/24/2018,236,221,Middle,Middle,Middle->Middle,L
B2914O,B,Northern California,5,PUBLIC,1,6,8,906,O,0,2,04/03/2018,09/21/2018,434,263,Middle,Middle,Middle->Middle,L
B2920I,B,Other,11,PUBLIC,0,6,8,470,I,1,0,,,,,Middle,Middle,Middle->Middle,S-M
B2921J,B,Other,10,PUBLIC,1,6,8,687,J,1,2,03/15/2018,11/04/2018,442,208,Middle,Middle,Middle->Middle,M-L
B2926I,B,Other,10,PUBLIC,1,6,8,771,I,0,1,09/26/2018,10/06/2018,255,245,Middle,Middle,Middle->Middle,M-L
B2934O,B,Other,10,PUBLIC,1,6,8,1050,O,1,1,08/26/2018,08/20/2018,277,283,Middle,Middle,Middle->Middle,L
B2942F,B,Other,11,PUBLIC,1,6,8,285,F,1,1,08/23/2018,08/19/2018,270,274,Middle,Middle,Middle->Middle,S
B2943Q,B,Southern California,5,PUBLIC,1,7,8,837,Q,1,1,10/02/2018,09/28/2018,258,262,Middle,Middle,Middle->Middle,M-L
B2945J,B,Other,9,PUBLIC,1,5,8,540,J,0,1,08/28/2018,09/04/2018,200,193,Middle,Middle,Middle->Middle,S-M
B2952N,B,Other,10,PUBLIC,1,7,8,988,N,1,1,09/07/2018,09/13/2018,247,241,Middle,Middle,Middle->Middle,L
B2955G,B,Dallas,10,PUBLIC,1,6,8,617,G,1,1,09/13/2018,09/13/2018,261,261,Middle,Middle,Middle->Middle,S-M
B2956M,B,Other,11,PUBLIC,1,7,9,623,M,0,2,05/22/2018,09/20/2018,386,265,High,High,High->High,M-L
B2960L,B,Other,9,PUBLIC,1,6,8,537,L,1,2,05/14/2018,08/29/2018,386,279,Middle,Middle,Middle->Middle,S-M
B2962N,B,Other,4,PUBLIC,1,PK,5,715,N,1,1,09/17/2018,09/15/2018,256,258,Elementary,Elementary,Elementary->Elementary,M-L
B2963Z,B,Houston,5,PUBLIC,1,7,8,886,Z,0,2,05/03/2018,09/07/2018,401,274,Middle,Middle,Middle->Middle,L
B2974N,B,Other,10,PUBLIC,1,5,8,481,N,1,1,09/19/2018,09/13/2018,270,276,Middle,Middle,Middle->Middle,S-M
B2976E,B,Dallas,7,PUBLIC,1,7,8,450,E,0,2,04/28/2018,09/12/2018,312,175,Middle,Middle,Middle->Middle,S-M
B2977P,B,Other,10,PUBLIC,1,7,8,126,P,0,2,04/23/2018,09/04/2018,330,196,Middle,Middle,Middle->Middle,S
B2980Q,B,Southern California,5,PUBLIC,1,K,8,780,Q,1,1,10/02/2018,09/24/2018,198,206,Undefined,Undefined,Undefined->Undefined,M-L
B2981H,B,Northern California,8,PUBLIC,0,9,12,2297,H,0,0,,,,,Undefined,Undefined,Undefined->Undefined,L
B2982O,B,Other,10,PUBLIC,1,6,8,560,O,0,1,08/31/2018,09/16/2018,235,219,Middle,Undefined,Middle->Undefined,S-M
B2991O,B,Northern California,5,PUBLIC,1,6,8,823,O,1,2,09/21/2018,09/12/2018,262,271,Middle,Middle,Middle->Middle,L
B2993Q,B,Northern California,5,PUBLIC,1,K,8,1177,Q,1,2,05/03/2018,08/31/2018,387,267,Middle,Middle,Middle->Middle,L
B2996N,B,Pacific Northwest,5,PUBLIC,1,7,8,495,N,1,1,10/16/2018,11/03/2018,251,233,Middle,Middle,Middle->Middle,S-M
B2999Q,B,Southern California,4,PUBLIC,0,K,6,766,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,L
B2G,B,Pacific Northwest,5,PUBLIC,1,6,8,935,G,1,1,10/08/2018,10/07/2018,174,175,Middle,Middle,Middle->Middle,L
B3005M,B,Northern California,5,PUBLIC,1,K,8,766,M,1,1,08/19/2018,08/15/2018,205,209,Middle,Middle,Middle->Middle,M-L
B3006K,B,Other,9,PUBLIC,1,1,8,478,K,1,1,10/04/2018,10/06/2018,233,231,Middle,Middle,Middle->Middle,S-M
B3008M,B,Other,11,PUBLIC,1,6,8,362,M,0,1,09/23/2018,09/20/2018,253,256,Middle,Middle,Middle->Middle,S-M
B3010O,B,Dallas,11,PUBLIC,1,6,8,452,O,1,2,03/27/2018,09/06/2018,435,272,Middle,Middle,Middle->Middle,S-M
B3014L,B,Northern California,5,PUBLIC,1,K,8,654,L,0,1,09/09/2018,09/09/2018,274,274,Middle,Middle,Middle->Middle,M-L
B3019J,B,Other,6,PUBLIC,1,7,12,464,J,1,2,08/13/2018,08/23/2018,296,286,High,High,High->High,S-M
B3020J,B,Other,6,PUBLIC,0,6,8,744,J,0,0,,,,,Middle,Middle,Middle->Middle,M-L
B3025Q,B,Southern California,5,PUBLIC,1,6,8,753,Q,0,1,10/26/2018,10/19/2018,151,158,Middle,Middle,Middle->Middle,M-L
B3029I,B,Other,6,PUBLIC,1,6,8,1529,I,1,1,09/25/2018,09/15/2018,269,279,Middle,Middle,Middle->Middle,L
B302O,B,Other,5,PUBLIC,1,PK,8,577,O,1,2,02/16/2018,09/07/2018,421,218,Middle,Middle,Middle->Middle,S-M
B3030M,B,Dallas,11,PUBLIC,1,6,8,895,M,1,1,10/22/2018,10/19/2018,222,225,Middle,Middle,Middle->Middle,L
B3031J,B,Other,9,PUBLIC,1,6,8,820,J,1,1,09/14/2018,09/06/2018,254,262,Middle,Middle,Middle->Middle,M-L
B3032Q,B,Houston,5,PUBLIC,0,6,8,1107,Q,1,0,,,,,Middle,Middle,Middle->Middle,L
B3033G,B,Southern California,9,PUBLIC,1,6,8,783,G,1,1,08/31/2018,09/07/2018,269,262,Middle,Middle,Middle->Middle,M-L
B3038Q,B,Southern California,4,PUBLIC,0,K,5,771,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B3045P,B,Southern California,5,PUBLIC,1,6,8,947,P,1,1,10/21/2018,10/15/2018,158,164,Middle,Middle,Middle->Middle,L
B3046H,B,Other,9,PUBLIC,0,7,8,601,H,1,0,,,,,Middle,High,Middle->High,S-M
B304M,B,Other,5,PUBLIC,0,7,8,641,M,0,0,,,,,Middle,Middle,Middle->Middle,M-L
B3052M,B,Other,10,PUBLIC,0,8,9,882,M,0,0,,,,,Middle,Middle,Middle->Middle,L
B3058O,B,Other,10,PUBLIC,1,5,8,681,O,0,2,04/22/2018,09/17/2018,404,256,Elementary,Middle,Elementary->Middle,M-L
B305K,B,Other,10,PUBLIC,1,6,8,650,K,0,2,05/16/2018,08/28/2018,352,248,Middle,Middle,Middle->Middle,M-L
B3063Q,B,Other,5,PUBLIC,1,6,8,819,Q,1,2,04/24/2018,09/13/2018,331,189,Middle,Middle,Middle->Middle,M-L
B306I,B,Dallas,11,PUBLIC,1,7,8,885,I,0,1,10/02/2018,09/17/2018,255,270,Middle,Middle,Middle->Middle,L
B3070P,B,Pacific Northwest,4,PUBLIC,1,K,6,444,P,1,1,10/08/2018,09/30/2018,253,261,Elementary,Middle,Elementary->Middle,S-M
B3075K,B,Dallas,10,PUBLIC,1,6,8,286,K,0,1,08/27/2018,08/27/2018,279,279,Middle,Middle,Middle->Middle,S
B3076L,B,Other,10,PUBLIC,1,7,9,901,L,1,1,09/30/2018,09/21/2018,243,252,Middle,Middle,Middle->Middle,L
B3079J,B,Other,9,PUBLIC,1,6,8,704,J,0,2,03/25/2018,11/05/2018,437,212,Middle,Middle,Middle->Middle,M-L
B3082L,B,Other,10,PUBLIC,1,6,8,928,L,0,1,09/19/2018,09/14/2018,241,246,Middle,Middle,Middle->Middle,L
B3087M,B,Houston,5,PUBLIC,1,6,8,697,M,0,1,10/03/2018,09/20/2018,240,253,Middle,Middle,Middle->Middle,M-L
B3088M,B,Pacific Northwest,5,PUBLIC,1,7,8,686,M,1,2,05/22/2018,10/18/2018,320,171,Middle,Middle,Middle->Middle,M-L
B308L,B,Pacific Northwest,5,PUBLIC,1,6,8,846,L,0,2,10/01/2018,09/19/2018,255,267,Middle,Middle,Middle->Middle,M-L
B3093I,B,Other,10,PUBLIC,1,6,8,141,I,0,1,10/02/2018,10/17/2018,227,212,Middle,High,Middle->High,S
B3096M,B,Pacific Northwest,5,PUBLIC,1,7,8,269,M,1,1,09/17/2018,09/25/2018,194,186,Middle,Middle,Middle->Middle,S
B3099Z,B,Dallas,5,PUBLIC,1,K,12,320,Z,0,1,09/14/2018,09/26/2018,267,255,Middle,High,Middle->High,S
B30G,B,Other,10,PUBLIC,1,6,8,613,G,0,1,09/09/2018,09/16/2018,266,259,Middle,Middle,Middle->Middle,M-L
B3101M,B,Other,10,PUBLIC,1,6,8,963,M,0,1,09/16/2018,09/22/2018,220,214,Middle,Middle,Middle->Middle,L
B3104Q,B,Northern California,5,PUBLIC,0,7,8,769,Q,0,0,,,,,Middle,Middle,Middle->Middle,M-L
B3105L,B,Other,10,PUBLIC,1,6,8,489,L,1,1,11/04/2018,11/03/2018,137,138,Middle,Middle,Middle->Middle,S-M
B3107N,B,Other,11,PUBLIC,1,6,8,443,N,0,2,05/30/2018,09/10/2018,380,277,Middle,Middle,Middle->Middle,S-M
B3109O,B,Dallas,10,PUBLIC,1,7,8,738,O,1,1,09/16/2018,09/18/2018,271,269,Middle,Middle,Middle->Middle,L
B310M,B,Northern California,5,PUBLIC,1,6,8,672,M,1,2,09/20/2018,10/07/2018,209,192,Middle,High,Middle->High,M-L
B3114I,B,Other,11,PUBLIC,1,6,8,827,I,1,2,05/25/2018,09/04/2018,283,181,Middle,Middle,Middle->Middle,L
B3117Q,B,Southern California,4,PUBLIC,1,K,5,982,Q,0,1,08/09/2018,08/13/2018,153,149,Elementary,Elementary,Elementary->Elementary,L
B311M,B,Other,10,PUBLIC,1,6,8,1409,M,0,1,09/28/2018,09/21/2018,260,267,Middle,Middle,Middle->Middle,L
B3125K,B,Other,11,PUBLIC,1,6,8,1031,K,1,1,09/15/2018,09/21/2018,211,205,Middle,Middle,Middle->Middle,L
B3128M,B,Northern California,5,PUBLIC,1,6,8,637,M,0,2,09/18/2018,10/06/2018,207,189,Middle,High,Middle->High,M-L
B3129Z,B,Houston,7,PUBLIC,1,9,12,526,Z,0,1,10/19/2018,10/22/2018,237,234,Middle,Middle,Middle->Middle,S-M
B3130I,B,Other,2,PUBLIC,1,5,8,913,I,1,1,09/11/2018,09/14/2018,219,216,Middle,Middle,Middle->Middle,L
B3133O,B,Southern California,5,PUBLIC,1,6,8,878,O,1,1,09/12/2018,09/17/2018,271,266,Middle,Middle,Middle->Middle,L
B3135P,B,Northern California,5,PUBLIC,1,6,8,786,P,0,1,08/14/2018,08/14/2018,311,311,Middle,Middle,Middle->Middle,L
B3138I,B,Other,11,PUBLIC,1,6,8,243,I,1,1,09/16/2018,09/16/2018,216,216,Middle,Middle,Middle->Middle,S
B3139N,B,Other,9,PUBLIC,1,6,8,649,N,1,1,08/25/2018,08/14/2018,246,257,Middle,Middle,Middle->Middle,M-L
B3141J,B,Other,10,PUBLIC,1,4,8,294,J,0,1,09/03/2018,09/09/2018,265,259,Middle,Middle,Middle->Middle,S
B3143M,B,Southern California,5,PUBLIC,1,7,8,1352,M,0,1,09/08/2018,08/31/2018,284,292,Middle,Middle,Middle->Middle,L
B3144O,B,Northern California,5,PUBLIC,1,6,8,667,O,1,2,05/21/2018,09/15/2018,330,213,Middle,Middle,Middle->Middle,M-L
B3145M,B,Pacific Northwest,5,PUBLIC,1,K,8,385,M,0,1,08/29/2018,09/16/2018,213,195,Middle,Middle,Middle->Middle,S-M
B3152M,B,Southern California,6,PUBLIC,1,6,8,1371,M,0,1,09/16/2018,09/07/2018,279,288,Middle,High,Middle->High,L
B3154O,B,Northern California,5,PUBLIC,1,6,8,894,O,1,2,09/13/2018,10/15/2018,264,232,Middle,Middle,Middle->Middle,L
B3156M,B,Other,5,PUBLIC,1,6,8,492,M,0,1,09/21/2018,09/29/2018,236,228,Middle,Middle,Middle->Middle,S-M
B3170O,B,Other,10,PUBLIC,1,7,8,820,O,1,1,05/05/2018,04/19/2018,323,339,Middle,Middle,Middle->Middle,L
B3171G,B,Northern California,5,PUBLIC,1,4,8,355,G,1,2,05/06/2018,10/10/2018,402,245,Middle,Middle,Middle->Middle,S-M
B3175Q,B,Houston,11,PUBLIC,1,6,8,1499,Q,1,1,10/06/2018,09/17/2018,155,174,Middle,Middle,Middle->Middle,L
B3176N,B,Southern California,5,PUBLIC,1,6,8,789,N,0,1,10/28/2018,10/14/2018,152,166,Middle,Undefined,Middle->Undefined,M-L
B3178K,B,Northern California,4,PUBLIC,1,K,5,402,K,1,1,09/03/2018,08/26/2018,272,280,Elementary,Elementary,Elementary->Elementary,S-M
B3179Q,B,Northern California,5,PUBLIC,1,6,8,1081,Q,0,1,09/17/2018,09/20/2018,207,204,Middle,Middle,Middle->Middle,L
B3182Q,B,Other,4,PUBLIC,1,K,6,396,Q,1,2,02/20/2018,08/28/2018,465,276,Elementary,Middle,Elementary->Middle,S-M
